rated,variant,speed,status,winner,moves,players.white.rating,players.white.ratingDiff,players.black.user.patron,players.black.user.patronColor,players.black.user.id,clock.totalTime
True,standard,bullet,resign,white,e4 c6 d4 d5 exd5 cxd5 c4 Nf6 Nc3 Nc6 Nf3 Bg4 cxd5 Nxd5 Qb3 Bxf3 gxf3 Nb6 d5 Nd4 Bb5+ Nd7 Qa4 Nxb5 Nxb5 a6 Nc3 g6 O-O Bg7 Re1 O-O Bg5 Nf6 Rad1 Rc8 Ne4 Nxd5 Qb3 h6 Rxd5 Qc7 Be3 e6 Rc1 Qa5 Rxa5 Rcd8 Rac5 Rd7 Rc7 Rfd8 Rc8,2306.0,11.0,True,6.0,kurald_galain,60.0
True,standard,rapid,mate,white,d4 d5 c4 Nf6 cxd5 Nxd5 Nf3 Bg4 Ne5 Bh5 Qb3 Nb6 Qh3 Bg6 Nxg6 fxg6 Nc3 Qxd4 g3 Nc6 Bg2 e5 O-O Bd6 Qe6+ Kf8 Be3 Qb4 Nd5 Nxd5 Bxd5 Nd8 Qd7 Be7 Qxc7 Qd6 Qc4 Rc8 Qxc8 Qxd5 Rfd1 Qc6 Rxd8+ Bxd8 Qxd8+ Qe8 Qxe8+ Kxe8 Bxa7 Ke7 Bc5+ Ke6 Rd1 Rc8 b4 Rc6 a4 b6 Be3 Rc4 Bxb6 Rxb4 a5 Rb2 Ra1 Rc2 a6 Rc8 a7 Ra8 Be3 Kd7 Rd1+ Kc6 Rb1 h5 Rb8 Rxa7 Bxa7 Kc7 Rg8 Kb7 Rxg7+ Kc6 Rxg6+ Kd5 Be3 Ke4 Rg5 h4 gxh4 Kd5 f3 Kc4 Rxe5 Kc3 Rd5 Kc2 Rd3 Kb2 Bf2 Kc2 h5 Kc1 h6 Kc2 h7 Kc1 h8=Q Kc2 Qc8+ Kb1 Rd7 Ka2 Rb7 Ka3 Qa8#,2831.0,2.0,,,sayedharoonfarahmani,480.0
True,standard,rapid,mate,black,e4 c6 d4 d5 exd5 cxd5 Bd3 Nc6 c3 Nf6 Bf4 Bg4 Qb3 Qd7 Nd2 e6 Ngf3 Bd6 Bxd6 Qxd6 O-O Qc7 Rfe1 Bxf3 Nxf3 O-O Ne5 Nxe5 dxe5 Nd7 Qc2 g6 Qe2 Rab8 h4 b5 h5 b4 hxg6 hxg6 Rac1 Qd8 Qg4 Qe7 Re3 Kg7 f4 bxc3 bxc3 Qc5 Re1 Rh8 f5 Nxe5 Qg5 Nxd3 f6+ Kg8 Rd1 Rh5 Qg3 Ne5 Rd4 Rb1+ Kf2 Rf5+ Ke2 Qb5+ c4 Nxc4 Rxe6 Qb2+ Kd3 Qd2#,2391.0,-10.0,True,6.0,kurald_galain,480.0
True,standard,bullet,resign,white,d4,3015.0,0.0,,,rohman1,60.0
True,standard,bullet,outoftime,black,c3 d5 d4 c6 Nf3 Bf5 Bf4 e6 Nbd2 Nd7 e3 Ngf6 Qb3 Bg6 Qxb7 c5 Bb5 Qc8 Bc6 Qxb7 Bxb7 Rd8 O-O Be7 Bc7 c4 Bxd8 Kxd8 b3 Kc7 Ba6 cxb3 axb3 Rb8 Rfe1 Bd6 Be2 Kb7 Ra5 Bc7 Ra4 Bb6 Rea1 a5 b4 axb4 Rxb4 Kc7 Ra6 Ne8 Nh4 Bc2 Ra2 Bg6 Nxg6 hxg6 e4 dxe4 Nxe4 f5 Ng5 Kd6 Bb5 Nc7 Bxd7 Kxd7 Rab2 Nd5 Rb5 e5 c4 exd4 cxd5 d3 Kf1 Ra8 Rxb6 Ra1+ Rb1 Ra2 R6b2 Ra3 Nf3 Kd6 Ke1 Kxd5 Kd2 g5 Rb5+ Kc6 R5b4 g4 Ne5+ Kd5 Nxd3 Ra2+ R4b2 Ra6 Rb5+ Kc6 R1b4 Ra2+ Rb2 Ra4 Rxf5 g3 Rf4 gxf2 Rxa4 f1=Q Rc4+ Kd5 Rc5+ Kd6 Rb6+ Kd7 Rd5+ Ke7 Rb4 Kf7 Rb7+ Kg8 Rd8+ Kh7 Rdd7 Qxg2+,2295.0,-1.0,True,6.0,kurald_galain,60.0
True,standard,bullet,outoftime,black,d4 Nf6 e3 d5 h3 c5 Nf3 Nc6 c4 cxd4 cxd5 Nxd5 exd4 Bf5 Nc3 e6 Bd3 Bg6 O-O Be7 Be3 Bf6 Rc1 O-O a3 Rc8 b4 a6 Nxd5 Qxd5 Bxg6 hxg6 Qe2 Rfd8 Rfd1 Be7 Qd3 Qf5 Qxf5 gxf5 Bf4 f6 Be3 Kf7 g3 g5 Kf1 Rd5 Ke2 Rcd8 Rc4 Bd6 Rdc1 f4 Bd2 fxg3 fxg3 Bxg3 Rxc6 bxc6 Rxc6 R5d6 Rc7+ R8d7 Rc5 Bf4 Bc3 Rd5 Rc6 R5d6 Rc8 Rb6 Kd3 Rc7 Rh8 Kg7 Re8 Rbc6 Bd2 Bxd2 Nxd2 Rc3+ Ke2 Rxh3 Rxe6 Rc2 Re3 Rh2+,2272.0,0.0,True,6.0,kurald_galain,60.0
True,standard,bullet,outoftime,white,d4 d5 Bf4 b6 e3 Bb7 a4 Nc6 a5 Nxa5 c3 Nc6 b4 e6 Nf3 Bd6 Bg3 Nge7 Nbd2 Nf5 Bd3 Qf6 e4 Nxg3 e5 Nxe5 dxe5 Bxe5 hxg3 Bxc3 Rc1 c6 Qb3 Be5 O-O Bd6 Rfe1 g5 b5 Bc5 g4 h5 bxc6 Bxc6 Bb5 Kd7 Bxc6+ Kxc6 Qa4+ Kb7 Nb3 Bd6 Qc6+,3014.0,1.0,,,fejyayhoegr,60.0
True,standard,bullet,outoftime,black,d4 Nf6 e3 d5 f4 c5 c3 Nc6 Nf3 Bf5 Bd3 e6 Bxf5 exf5 O-O Bd6 Ne5 O-O Rf3 g6 Nd2 Qe7 Rh3 h5 Ndf3 Kg7 Ng5 Ng4 Qf3 Rad8 Bd2 Bc7 Rf1 Rh8 Rg3 f6 Nxc6 bxc6 Nh3 Bb6 Nf2 Rde8 Nxg4 hxg4 Qf2 Kf7 h3 gxh3 gxh3 Rh6 Qg2 Reh8 Kh2 Qe4 Rg1 Qxg2+ R1xg2 c4 a4 Bc7 Bc1 g5 Kg1 Rh5 Rf3 Kg6 fxg5 fxg5 e4 dxe4 Rf1 Kf6 Rgf2 f4 Re2 Kf5 Rfe1 Rxh3,2223.0,0.0,True,6.0,kurald_galain,60.0
True,standard,bullet,outoftime,white,d4 e6 Bf4 d5 e3 Bd6 c3 c6 Bg3 f5 Nd2 Nf6 Bd3 O-O f4 Ne4 Ngf3 Nxg3 hxg3 h6 Qe2 Nd7 O-O-O Nf6 Kb1 Ng4 Nh4 Bd7 Ndf3 Be8 Ne5 Bxe5 fxe5 Bh5 Nxf5 exf5 Rxh5 Qe8 Rxf5 Rxf5 Bxf5 h5 Rf1 Qe7 Bxg4 hxg4 Qxg4 Rf8 Rf4 Rxf4 gxf4 c5 f5 cxd4 exd4 Qc7 f6 Qf7 Qxg7+ Qxg7 fxg7 Kxg7 Kc2 b5 Kd3 a5 b3 Kg6 Ke3 Kf5 Kf3 a4 g4+ Ke6 bxa4 bxa4 Kf4 a3 g5 Kf7 Kf5 Ke7 e6,3014.0,0.0,,,ahmed4g,60.0
True,standard,bullet,outoftime,black,e4 c6 d4 d5 exd5 cxd5 Bf4 Nf6 Nc3 a6 Nf3 Nc6 Be2 Bg4 O-O Bxf3 Bxf3 e6 Re1 Bd6 Bxd6 Qxd6 Ne2 O-O c3 Rac8 Ng3 Na5 Be2 b5 Bd3 b4 Qd2 bxc3 bxc3 Nc4 Bxc4 Rxc4 Rec1 Rfc8 Rab1 Qc7 Rb3 g6 Ne2 Ne4 Qd3 a5 f3 a4 Ra3 Nd6 Rb1 Qc6 Rb4 Rxb4 cxb4 Nc4 Rc3 a3 Nc1 Qb6 Rb3 Ne5 Qe3 Nc6 Ne2 Nxb4 Qd2 Rc4 Rxa3 Qb7 Rb3 Qe7 a3 Nc6 Qh6 Qf8 Qxf8+ Kxf8 Rb7 Nxd4 Nxd4 Rxd4 Rb8+ Kg7 Ra8 Rd2 a4 Ra2 a5 g5 a6 h5 a7 h4,2038.0,0.0,True,6.0,kurald_galain,60.0
True,standard,bullet,outoftime,white,d4 Nf6 Bf4 c5 e3 e6 c3 d5 Bg3 Nc6 Nd2 Bd6 Bd3 cxd4 exd4 O-O Qe2 Bxg3 hxg3 g6 f4 h5 Ngf3 Ng4 O-O-O f5 Kb1 Qb6 Bb5 Bd7 Nb3 a6 Bxc6 bxc6 Nc5 Bc8 Ne5 Nxe5 Qxe5 Qb8 Qxb8 Rxb8 Rde1 Rf6 Re2 Kf7 Rhe1 a5 b3 a4 Nxa4 Ba6 Re3 Bb5 Nc5 Rb6 Kc2 Ke7 Rxe6+ Rxe6 Rxe6+ Kf7 a4 Bf1 a5 Rb5 Rxc6 Rxa5 Kb2 Bxg2 Nd7 Rb5 Ne5+ Kg7 Rxg6+ Kh7 Rg5 Be4 Rxh5+ Kg7 Rg5+ Kf6 Rg6+ Ke7 Rc6 Ra5 c4 dxc4 bxc4 Ra8 d5 Rb8+ Kc3 Rb1 Re6+ Kf8 Nd7+ Kf7 Kd4,3014.0,0.0,,,kyndige,60.0
True,standard,bullet,outoftime,white,d4 d6 Bf4 Bf5 e3 Nf6 c3 Nc6 h3 a6 Bh2 Ne4 Nf3 Bg6 Bd3 f5 Qc2 e6 Nbd2 Nxd2 Nxd2 Be7 O-O Bf6 b4 O-O a4 e5 b5 axb5 axb5 Rxa1 Rxa1 Ne7 Bc4+ d5 Bf1 e4 c4 b6 cxd5 Nxd5 Bc4 Kh8 Ra7 Bf7 Bxd5 Qxd5 Qb2 g5 Rxc7 h6 Rc6 Kg7 Rxb6 Kg6 Be5 Be6 Rd6 Qa2 Qxa2 Bxa2 b6 Rf7 Rxf6+ Rxf6 Bxf6 Bd5 Be5 f4 Nb3 fxe3 fxe3 Kf5 Nc5,3014.0,0.0,,,angelo22,60.0
True,standard,bullet,mate,black,e3 d5 Ne2 c6 g3 Bf5 Bg2 e6 Kf1 Nf6 d3 h6 f3 Bh7 g4 Bc5 Bd2 Nbd7 c3 Bxd3 b4 Bb6 Kf2 Bh7 f4 Nxg4+ Kg3 Nxe3 Bxe3 Bxe3 Nd4 Qc7 Rf1 e5 fxe5 Qxe5+ Kf3 O-O-O Bh3 Rde8 Bxd7+ Kxd7 Ke2 Bxd4+ Kd2 Qe3#,1680.0,0.0,True,6.0,kurald_galain,60.0
True,standard,bullet,outoftime,black,d4 Nf6 Bf4 d5 Nf3 c5 e3 Nc6 c3 Qb6 Nbd2 Qxb2 Be2 c4 O-O Qxc3 Rc1 Qa5 e4 e6 exd5 exd5 Re1 Be7 Bg5 O-O Bh4 Be6 Ng5 Nxd4 Bf1 h6 Nxe6 Nxe6 Nf3 Rfd8 Ne5 b5 Qe2 Qb6 Kh1 d4 f4 Nxf4 Qf3 Ne6 Bf2 Rac8 g4 Bd6 h4 Bxe5 Rxe5 Qc6 Qxc6 Rxc6 Bg2 Nxg4 Bxc6 Nxf2+ Kg2 Nd3 Rce1 Nxe5 Rxe5 b4 Rxe6 fxe6,2142.0,0.0,True,6.0,kurald_galain,60.0
True,standard,bullet,resign,white,d4 Nf6 Bf4 d5 e3 Bg4 Nf3 Bxf3 Qxf3 c6 c3 e6 Nd2 Bd6 Bg5 Be7 Bd3 h6 Bh4 Nfd7 Bg3 Nf6 Qe2 Bd6 f4 Nbd7 Nf3 Ne4 Ne5 Nxg3 hxg3 Nxe5 fxe5 Be7 e4 Qd7 O-O O-O-O Rxf7 Rhf8 Raf1 Rxf7 Rxf7 Rf8 Qf3 Rxf7 Qxf7 c5 exd5 exd5 Bf5 Qxf5 Qxf5+,3014.0,0.0,,,vibrolapa123456,60.0
True,standard,bullet,resign,black,e4 c6 d4 d5 e5 Bf5 Nc3 a6 g4 Bd7 h3 e6 Bg2 c5 Nge2 cxd4 Nxd4 h5 g5 Ne7 Bf4 g6 Qd2 Nec6 O-O-O Nxd4 Qxd4 Nc6 Qd2 Bb4 Bg3 d4 a3 dxc3 Qe3 cxb2+ Kxb2 Be7 Rd3 Qc7 Rhd1 Rd8 f4 Na5 Rc3 Bc6 Bxc6+ Nxc6 Bf2 Rxd1,2334.0,-1.0,True,6.0,kurald_galain,60.0
True,standard,bullet,resign,white,d4 Nf6 Bg5 g6 Bxf6 exf6 e3 Bg7 c4 O-O Nc3 d6 g3 Nd7 Bg2 f5 Nge2 Nf6 Qd3 Bd7 b4 Rb8 b5 a6 a4 Re8 O-O h5 Nf4 Ng4 Ncd5 c6 Nc3 h4 Rfb1 hxg3 hxg3 c5 Rd1 a5 Ncd5 b6 Bf3 Nf6 Nxf6+ Qxf6 Kg2 Qg5 Rh1 Bc8 Rad1 Bb7 Bd5 Bxd5+ Nxd5 cxd4 exd4 Rbc8 Nxb6 Rcd8 Nd5 Qg4 Qf3 Qg5 Qf4 Qxf4 Nxf4 Re4 c5 Rxd4 Rxd4 Bxd4 c6 Be5 Nd5 Rb8 b6,3012.0,1.0,,,twastmood,60.0
True,standard,bullet,resign,black,g3 d5 Bg2 c6 Nf3 Bf5 O-O e6 d3 Nf6 Nbd2 h6 Re1 Bh7 e4 Be7 e5 Nfd7 d4 c5 c3 Nc6 Nh4 cxd4 cxd4 Nxd4 Ndf3 Nc6 Nd4 Rc8 Nxc6 Rxc6 b3 O-O Bb2 Qc7 Bd4 a6 Qf3 Rc8 Be3 Nxe5 Qh5 Ng6 Nxg6 Bxg6 Qg4 Bf6 h4 Bf5 Qf4 Qxf4 Bxf4 Bxa1,2007.0,0.0,True,6.0,kurald_galain,60.0
True,standard,bullet,resign,white,d4 b6 Bf4 Bb7 e3 e6 c3 Nf6 Nd2 d5 h3 Bd6 Ngf3 Bxf4 exf4 Nbd7 Bd3 Qe7 Qe2 Ne4 Nxe4 dxe4 Bxe4 Bxe4 Qxe4 O-O O-O Nf6 Qe2 c5 Rad1 cxd4 Rxd4 Rad8 Rfd1 Rxd4 Nxd4 Nd5 f5 exf5 Qf3 Rd8 Nxf5 Qe5 Rxd5 Rxd5 Qxd5 Qxd5 Ne7+ Kf8 Nxd5 Ke8 Ne3 Kd7 Kf1 Ke6 Ke2 Ke5 Kd3 f5 Nc4+ Kd5 a4 a6 Nxb6+ Kc5 Nc4 Kd5 b4,3012.0,0.0,,,ofcx10ur,60.0
True,standard,bullet,outoftime,white,d4 d6 Bg5 Nd7 e3 Ngf6 Bh4 g6 c3 Bg7 Nd2 O-O a4 c6 a5 a6 Ngf3 Qc7 Nc4 Re8 Be2 e5 Bg3 Nh5 dxe5 dxe5 Qd6 Qxd6 Nxd6 Re7 Bc4 Nxg3 hxg3 Nc5 Ng5 Be6 Nxe6 Nxe6 O-O-O Rd8 Bxe6 fxe6 Ne4 Red7 Rxd7 Rxd7 Nc5 Rd5 b4 e4 Kc2 Rf5 Nxe4 Re5 Nc5 Rf5 f4 g5 Nxb7 g4 Nc5 h5 e4 Rf7 Nxe6 Re7 Nxg7 Kxg7 e5 Kg6 Rd1 Kf5 Rd4 Rh7 Rc4 h4 gxh4 Rxh4 Rxc6 Rh2 Rf6+ Ke4 e6 Rxg2+ Kb3 Kf3 e7 Re2 Rxa6 Rxe7 Rg6 Re3 a6 g3 b5 g2 b6 Re6 Rxe6 g1=Q Rc6 Qb1+ Kc4 Qf1+ Kc5 Qe2 c4 Qe3+ Kb4 Qc1 Kb5 Qb1+ Kc5 Qa2 Kd6 Qd2+ Kc7 Qf2 Rd6 Qe3 c5 Qe4 c6 Qxf4 b7 Qe5 b8=Q Qe7+ Rd7 Qe5+ Kb7 Qb5+ Kc8 Qa5 Qc7 Qb5 Rf7+,3012.0,0.0,,,gl0winthedark,60.0
True,standard,bullet,outoftime,black,c4 c6 e4 d5 exd5 cxd5 cxd5 Nf6 Nc3 Nxd5 Nf3 Nc6 Bc4 Nb6 Bb3 g6 O-O Bg7 d4 O-O Be3 Na5 Bc2 Be6 b3 Rc8 Qd2 Nc6 Rac1 Nb4 Bb1 Bg4 Ne5 Bf5 Bxf5 gxf5 Bh6 Qd6 Bxg7 Kxg7 Qg5+ Qg6 Qxe7 N4d5 Nxg6 Nxe7 Nxe7 Rcd8 Nxf5+ Kf6 Ne3 Rfe8 Rfd1 Kg7 d5 Nc8 d6 Nxd6 Nc4 Nf5 Rxd8 Rxd8 g4 Nd4 Ne4 Ne2+ Kg2 Nxc1 Ncd6 b6 Nf5+ Kh8 Ng5 Rf8 Nd6 Nxa2 Ngxf7+ Kg7 Ne5 Nc3 Nec4 Nd5 f3 h6 Kg3 Nf6 Nf5+ Kg6 h4 Nd5 h5+ Kh7 f4 b5 Ncd6 b4 g5 hxg5 fxg5 Rg8 g6+ Rxg6+ hxg6+ Kxg6 Kf3 Kf6 Nc8 a5 Na7 Kxf5 Nc6 Ke6 Nxa5 Ke5 Nc6+ Kd6 Nxb4 Nxb4 Ke4 Kc5 Ke3 Kb5 Kd2 Nc6 Kc3 Ne5 Kb2 Nc6 Ka3 Nb4 Kb2 Nd5 b4 Kc4 Kc2 Nb6 Kd2 Kd4 b5 Nc4+,2396.0,0.0,True,6.0,kurald_galain,60.0
True,standard,bullet,resign,white,d4 Nf6 Bg5 g6 Bxf6 exf6 e3 Bg7 c4 h5 Nc3 d6 g3 Nd7 Bg2 Nb6 b3 c6 Nge2 d5 a4 dxc4 a5 Nd5 bxc4 Nxc3 Nxc3 Bg4 Qb3 Qc7 O-O O-O Ne4 Rfe8 c5 Be6 Qb2 Bd5 Nd6 Bxg2 Kxg2 Re7 Rfb1 Rb8 Qa2 Rd7 h4 Bf8 Ne4 f5 Ng5 Bh6 Nf3 Bg7 Rb4 b6 axb6 axb6 cxb6 Rxb6 Rc4 Rd8 Rac1 Rdb8 Qa4 Qd6 Rxc6 Rxc6 Qxc6 Qa3 Qc7 Rb2 Ng5 Qa2 Rf1 Bf6 Nf3 Rc2 Qb8+ Kg7 Qd6 Qc4 Qf4 Qe2 Ng5 Bxg5 hxg5 Qd3 Qe5+ Kg8 Ra1 Qd2 Ra8+,3011.0,1.0,,,kor3in4,60.0
True,standard,bullet,resign,black,b3 d5 Bb2 c6 e3 Bf5 Nf3 e6 Be2 Nd7 O-O Bg6 d3 Ngf6 c4 a5 cxd5 exd5 Nc3 Bd6 Rc1 O-O e4 dxe4 dxe4 Ne5 Nxe5 Bxe5 Bf3 Qe7 Qe2 Rfe8 Rfe1 h6 Na4 Bxb2 Qxb2 Rad8 Nc5 b6 e5 Nd5 Bxd5 Rxd5 Na4 Qb7 Nc3 Rdxe5 Re4 Bxe4 Qd2 Bg6 g3 c5 Rd1 b5 Nb1 b4 Qd7 Re1+,2520.0,-1.0,True,6.0,kurald_galain,60.0
True,standard,bullet,mate,white,d4 e6 Bf4 Be7 e3 g5 c3 gxf4 exf4 b6 Nf3 Bb7 Nbd2 Bxf3 Qxf3 Nc6 Bd3 d5 g3 Nf6 h4 Ne4 Nxe4 dxe4 Bxe4 Nxd4 cxd4 Rb8 Bc6+ Kf8 Rd1 Qd6 Kf1 Bf6 Kg2 Qb4 b3 Rd8 f5 Rxd4 fxe6 Rxd1 Qxf6 Rxh1 Qxf7#,3011.0,0.0,,,baraa267,60.0
True,standard,bullet,mate,white,d4 e6 Bf4 Be7 e3 d5 c3 Bd6 Bg3 Bxg3 hxg3 h6 Nd2 Nf6 Bd3 c5 f4 c4 Bc2 b5 g4 a5 g5 Nfd7 Ngf3 hxg5 Rxh8+ Ke7 Rxd8 Kxd8 Nxg5 Ke7 e4 Bb7 Qe2 Nf6 exd5 Nxd5 g3 Nf6 f5 Nbd7 fxe6 fxe6 Qxe6+ Kd8 O-O-O Kc7 Qf5 Nb6 Qxb5 Bc6 Ne6+ Kd6 Qe5+ Kd7 Re1 Rc8 Nc5+ Kd8 Qd6+ Nbd7 Ne6+ Ke8 Bg6#,3011.0,0.0,,,joshween,60.0
True,standard,bullet,mate,black,e4 c6 Nf3 d5 Nc3 g6 exd5 Bg7 dxc6 Nxc6 Bb5 e5 Bxc6+ bxc6 O-O Ne7 Re1 f6 d3 O-O Be3 Nd5 Nxd5 cxd5 Bd2 Re8 c3 Rb8 b4 f5 Qb3 Qd6 c4 Be6 Rac1 h6 c5 Qc6 a3 d4 Qb2 Bd5 Nxe5 Rxe5 Rxe5 Bxe5 f3 Bg7 Re1 Re8 Rc1 Re2 h3 Be5 b5 Qc7 b6 axb6 cxb6 Qb7 a4 Bxf3 gxf3 Qxf3 Rf1 Qg2#,1872.0,0.0,True,6.0,kurald_galain,60.0
True,standard,bullet,mate,white,d4 Nf6 Bg5 g6 Bxf6 exf6 e3 h5 c4 Bg7 Nc3 d6 g3 Nd7 Bg2 Nb6 Nge2 Bd7 b3 c6 O-O Qc7 Qd2 g5 a4 O-O-O a5 Na8 b4 h4 Rfb1 hxg3 hxg3 f5 b5 c5 Nd5 Qb8 b6 a6 Ne7#,3010.0,1.0,,,kor3in4,60.0
True,standard,bullet,resign,black,e4 c6 Nf3 d5 exd5 cxd5 d4 Nf6 Bb5+ Nc6 Bxc6+ bxc6 O-O Bg4 Bg5 e6 Nbd2 Bd6 h3 Bh5 c3 O-O b4 a5 a3 Qc7 Re1 Nd7 Qb3 Rfe8 c4 f6 Be3 Bf7 c5 Bf8 Nf1 Rab8 Ng3 e5 Qc3 Bg6 Nh4 Qb7 Nxg6 hxg6 Reb1 Qc7 a4 axb4 Rxb4 Ra8 Rab1 Ra7 Ne2 e4 Bf4 Qa5 Qb3 g5 Bg3 f5 Rb7 f4 Rxa7 Qxa7 Qb7 Ra8 Qxa7 Rxa7 Bh2 Be7 Ra1 Bf6 f3 Nxc5 Rb1 Nxa4 Rb8+ Kf7 fxe4 dxe4 Rb7+ Rxb7,2366.0,0.0,True,6.0,kurald_galain,60.0
True,standard,bullet,resign,white,d4 d5 Bg5 h6 Bh4 Nf6 Bxf6 exf6 e3 Be7 c4 O-O Nc3 c6 cxd5 cxd5 g3 Bd7 Bg2 Ba4 Qxa4 Nc6 Qb3 Na5 Qxd5 Qb6 Rb1 Rac8 Nge2 Rc4 Qb5 Qxb5 Nxb5,3010.0,0.0,,,isnaplon8976,60.0
True,standard,bullet,resign,white,d4 c5 c3 cxd4 cxd4 d5 Nf3 Nc6 Nc3 e6 Bf4 Bd6 Bg3 Nf6 e3 O-O Rc1 Bd7 Bxd6 Ne4 Bxf8 Qxf8 Bd3 f5 O-O Qf6 Bb5 Rf8 Bxc6 Bxc6 Nxe4 fxe4 Ne5 Be8 f3 Qh6 Qd2 Bh5 fxe4,3010.0,0.0,,,twopawnsdown,60.0
True,standard,bullet,outoftime,black,e4 c6 d4 d5 e5 Bf5 h4 a6 g4 Bd7 Bd3 c5 dxc5 Nc6 f4 h5 g5 e6 g6 Bxc5 Nf3 Be7 Ng5 Bxg5 hxg5 h4 gxf7+ Kxf7 Qg4 g6 Nd2 Nge7 Rxh4 Rxh4 Qxh4 Qh8 Qxh8 Rxh8 Nf3 Nb4 Be3 Rh1+ Bg1 Nxd3+ cxd3 Nf5 Kf2 Bb5 Rc1 Bc6 Kg2 Rh8 Nd4 Nxd4 Bxd4 Rh4 Kg3 Rh5 b4 Ke7 a4 Kd7 Ra1 Rh8 Ra2 Rh7 Ra1 Rh8 Bc5 Rh7 d4 Rh5 Bd6 Kd8 Rb1 Bxa4 Rc1 Bc6 Re1 Kd7 Rg1 Ke8 Ra1 Kf7 Rc1 Ke8 Rc2 Kd7 Bc5 Bb5 Bb6 Bc4 Ba5 Kc6 Rc1 Kb5 Kg4 Rh2 Kg3 Rh5 Re1 b6 Kg4 bxa5 f5 exf5+ Kf4 Rh8 e6 Re8 bxa5 Kxa5 Ke5 Kb5 Kf6 a5 Kxg6 f4 Kf7 Rxe6 Rxe6 f3 Rf6 f2 Rxf2 a4 g6 a3 g7 Kb4 g8=Q Kc3 Qb8 a2 Qf4 a1=Q Qe3+ Kb4 Qd2+ Qc3 Qe3 Qxe3 Rf6 Qxd4 Rc6 Qe5 Rd6 Qxd6 Ke8 Kc5 Kf7 d4+ Ke8 Qe5+ Kf8 Qd5 Kg7 Qd6,3179.0,-9.0,True,6.0,kurald_galain,60.0
True,standard,bullet,stalemate,,d4 Nf6 Bg5 d5 Bxf6 exf6 e3 g6 c4 dxc4 Bxc4 Bg7 Nc3 O-O Nf3 Nd7 O-O f5 Rc1 Nf6 Re1 c6 a3 Be6 Bxe6 fxe6 Qb3 Qe7 g3 Nd5 Ne2 Rac8 Nf4 Kh8 Nd3 Nf6 Nc5 Rfe8 Qxb7 Rc7 Qb3 Ne4 Nxe4 fxe4 Nd2 e5 Nxe4 exd4 exd4 Bxd4 Kg2 Rf8 Rc2 c5 Qc4 Qf7 Qxf7 Rcxf7 b4 cxb4 axb4 Bb6 Ree2 Kg7 h4 Kg8 f4 Rd7 Rcd2 Rxd2 Rxd2 Rc8 Rd7 h5 Nf6+ Kf8 Rh7 Rc2+ Kh3 Bg1 g4 Rc3+ Kg2 Bd4 g5 Bxf6 gxf6 Rc4 Kg3 Rxb4 Rxa7 Rb6 f5 gxf5 Kf4 Rxf6 Rh7 Rg6 Rxh5 Ra6 Rxf5+ Kg7 Kg5 Rg6+ Kf4 Ra6 Kg5 Rg6+ Kf4 Rf6 Kg5 Rxf5+ Kxf5 Kh6 Kg4 Kg6 h5+ Kh6 Kh4 Kh7 Kg5 Kg7 h6+ Kg8 Kh5 Kh8 Kg6 Kg8 h7+ Kh8 Kh6,2999.0,2.0,,,tuzakli_egitim,60.0
True,standard,bullet,mate,white,d4 d5 Bg5 Nf6 Bxf6 exf6 e3 g6 c4 Bg7 Nc3 O-O cxd5 f5 g3 c5 dxc6 Nxc6 Bg2 Be6 Nge2 Qa5 O-O Rad8 a3 Qb6 b4 Ne7 Rc1 a5 Qa4 axb4 Qxb4 Qxb4 axb4 Nd5 Nxd5 Rxd5 Nf4 Rb5 Nxe6 fxe6 Rc4 e5 d5 e4 Rd1 Rd8 d6 Be5 d7 Kf7 Bf1 Ke7 Rc8 Rxb4 Rxd8 Kxd8 h4 Rb6 Rd5 Bd6 h5 Kxd7 g4 Ke6 Bc4 Kf6 h6 Kg5 gxf5 gxf5 Kg2 Be7 Rd7 Kf6 Bd5 Rb2 Bg8 Bc5 Kg3 Kg6 Be6 Kxh6 Bxf5 Bb4 Kg4 Be1 Rxh7#,2997.0,2.0,,,nextabracadabra,60.0
True,standard,bullet,outoftime,black,d4 Nf6 c3 d5 Nf3 c5 Bf4 Nc6 e3 Qb6 Qb3 c4 Qxb6 axb6 Nbd2 b5 a3 Bf5 Rc1 e6 Be2 h6 h3 Nd7 Bd1 Nb6 Bc2 Na4 Bxf5 exf5 Rc2 g6 Ne5 Be7 Nxc6 bxc6 Be5 f6 Bf4 Kf7 Kd1 g5 Bh2 h5 Kc1 h4 f3 Rhe8 Re1 Bf8 e4 dxe4 f4 Bd6,2779.0,-3.0,True,6.0,kurald_galain,60.0
